	gt	ms_total	512-256	256-128	128-64	64-32	32-16	frac
0	97	0.13388352720994706	0.033120932788855056	0.02795129910140567	0.020241257847545657	0.0144877872316666	0.010445643284323444	0.09031695113676856
1	89	0.08617755385938439	0.018092998869105988	0.015829474080188415	0.012166991809328611	0.009432928403310616	0.007161180032064714	0.06092337495821369
2	98	0.18569823257224494	0.04162924972053768	0.03412997578172094	0.025873766089959095	0.020780549014325692	0.01733379418958151	0.12673518866212577
3	98	0.1415671003032377	0.03752752846960781	0.02752344607638369	0.020379427021186586	0.015191800537878785	0.011217441754749726	0.09282213007888016
4	44	0.07319537621303196	0.01739730320822711	0.012138788476873288	0.009731200537966847	0.00845674667915891	0.0077410659276571266	0.04805700707714773
5	8	0.06033285781582771	0.007733512518982789	0.00912276573937639	0.009325569713908166	0.009204245547314126	0.00912225259726887	0.043477092699576045
6	19	0.031935301303354174	0.007777673912202477	0.004188304668979971	0.0034226663365068324	0.0030738860322260895	0.002766581096521593	0.021391046294630102
7	8	0.029356065325407108	0.00513391310613832	0.003995103467348304	0.003590438823243422	0.0033289559918784897	0.0031026068070938236	0.021119545412174964
8	2	0.027425695502982177	0.004695806768359414	0.004053180154885768	0.003718575877913036	0.003670180840694542	0.003627170052793345	0.019102718681829417
9	28	0.05675505501333725	0.012296153664600011	0.008475446011678265	0.006970790228143879	0.006137079791977921	0.005594384537904204	0.038864516810833034
10	58	0.043214840974607135	0.016040905326952504	0.00821423517764073	0.004900949021898721	0.0032084828576529304	0.001997200758327609	0.02517673488932702
11	14	0.014770390055655332	0.0031573350936993845	0.0017764053071277993	0.0017838636707145329	0.0017553415608488278	0.0016933783058998401	0.009919676656056108
12	41	0.06820628649771912	0.01360859112251064	0.01038402681351671	0.007879584498469719	0.006420721100428869	0.005443929933314572	0.049153765441893905
13	17	0.12819157949773463	0.029296502758075875	0.023949867921969265	0.017984536887906088	0.01407579662299601	0.01067762966110741	0.08821744707855134
14	15	0.03145128195200312	0.009177691190635126	0.0034937138076707713	0.0035163478856124865	0.003229439380816884	0.0028305754147611227	0.01944301534660687
15	32	0.07341688176015121	0.01343923418602723	0.011107704956591986	0.008071732441748072	0.006297160051342701	0.005179740425601598	0.05479790714852238
16	45	0.04924538583655983	0.00979314331857751	0.009371950278939402	0.007553882123799819	0.005771426956869569	0.004416726290834645	0.03503551622714768
17	0	0.04336736021912377	0.007087196744785264	0.0066768053959895355	0.005776742975152393	0.005072201526605556	0.004503872917431667	0.03177629055690684
18	2	0.05474261586977029	0.007765241914424896	0.007884790002798058	0.007585880971798754	0.00738682377433579	0.007221934639318027	0.03975543931602737
19	3	0.07763074447906818	0.012676030558451417	0.010995598482919294	0.010648103393033242	0.01037853115136185	0.010092199067814044	0.05486251485280272
20	8	0.0951680637878027	0.03387771348378826	0.01238517820117856	0.0069631749803366295	0.0064272229083433	0.006661344287386312	0.05462900601662812
21	5	0.04829937541344141	0.0065089384143118875	0.0068645948764408824	0.00650255063091765	0.006143365645188717	0.005767215003123907	0.03602322199600561
22	60	0.08297373738880343	0.012660930551277184	0.014035495212987094	0.012658259903531859	0.01072930831781469	0.008767113072653668	0.06154569376487258
23	29	0.0887375342866531	0.02228921720595547	0.018777402441951984	0.012865811445686584	0.008892198854580582	0.006616195306355674	0.05983212177434195
24	26	0.09224171896729691	0.01959903454668288	0.019652033051784853	0.01367371382333292	0.00925073601512043	0.006590816283996585	0.06605186813661744
25	12	0.015630251063026252	0.00674928691135175	0.00258940477559877	0.0008714677409308012	0.00021212350578109253	0.00032860742556784937	0.008552356726106651
26	51	0.04559690663664544	0.006359516426184525	0.006620913011719605	0.005759326001122097	0.005427108204758112	0.0053109430359341596	0.03392644717452675
27	3	0.04981918078738072	0.00663157946686082	0.007347497245887957	0.00712893659284388	0.006960041441511161	0.0068100060024719284	0.036377595318047976
28	23	0.025983102969870435	0.004281518384029223	0.0039035913158871178	0.0033865099942279693	0.0030338736240817466	0.0026885135054086607	0.019013071080432552
29	77	0.10412666361595899	0.018954146894628852	0.01766998311727247	0.01384275335414652	0.011221550245506489	0.009448983700674785	0.07572353302065535
30	54	0.07190182937908304	0.010881967169841264	0.010570440057991274	0.008511173794767414	0.007007721268186928	0.005981391295859922	0.055038470913381855
31	77	0.10181252462812213	0.019124239690525083	0.018536774807423953	0.01439397540608341	0.011072631796837241	0.008767759375810973	0.07392052556178608
32	86	0.1252511343059606	0.029098001528122655	0.02468507508197297	0.01871940805559205	0.014068945046391335	0.010482354110830368	0.08567077866700758
33	36	0.06824447910796957	0.012789984827454155	0.011655494297180047	0.009760184951553267	0.008677938031310917	0.007907148886829696	0.04754734539368573
34	91	0.1372458797435014	0.03163553507316663	0.026853242451040794	0.02053612252184686	0.015642363644924648	0.012025047621273014	0.09358529704906174
35	25	0.07144445090069837	0.010374450055913293	0.01058776273767121	0.009891427590461988	0.009029465046674488	0.008327213697353146	0.05274278714743193
36	83	0.08063924584194518	0.015309797796468605	0.012049424333586179	0.010264383194019485	0.009065163452447799	0.008041652398358143	0.05728779564711844
37	26	0.04964006022623067	0.009094352781367611	0.008245928266187716	0.007102945052874974	0.006667218408091236	0.006517817084902873	0.03402789035996019
38	73	0.06558515186274963	0.022508204314792057	0.011422347910755838	0.007382855475277119	0.005013024876137178	0.0038730432892990574	0.039203904258658516
39	86	0.11325415285668605	0.031653589071919216	0.02253118894017541	0.014941253027292347	0.010496527586014466	0.007806988049340925	0.07379357573542591
40	83	0.09213515092591448	0.017106730223615585	0.016546920431952085	0.013130349571510807	0.010577056405860678	0.008844336796575722	0.06618408390572318
41	68	0.0910979647211945	0.027005507965775947	0.01996508960924463	0.01139575800502915	0.006440347015951165	0.004387529036080663	0.05970492771933789
42	54	0.07027518680370937	0.015035315103568075	0.012757554960366744	0.008940180719516678	0.006402868814883142	0.005006704188174128	0.05023316751196716
43	90	0.11911098923795008	0.026079163294387024	0.02380180580796631	0.01759287164918662	0.013477107266359117	0.010796436818809183	0.08223538912475387
44	5	0.057539567437442374	0.007667792393099797	0.008512720420578126	0.008412288455189447	0.00828140779579558	0.008009546972093223	0.041862228072249354
45	45	0.07115095703641383	0.022665892020008946	0.012911533666436329	0.0087799325566726	0.006120216782345736	0.004627232297221886	0.043857832719183
46	46	0.06394215834996408	0.016962085708904402	0.010708691574722911	0.007875095990429636	0.006068833147956854	0.005136077230331337	0.04184399541072835
47	0	0.0530192122190163	0.007360695038136064	0.006969076250385625	0.006414149176852824	0.006183432989633705	0.0060390328457899135	0.03961948433509033
48	1	0.08441443701547435	0.034016648096781656	0.00870595920372843	0.005557921743005804	0.004799842651432577	0.0045854661195007945	0.0458123227991919
49	81	0.12358573337925646	0.03724326593512805	0.02289271684466682	0.015223591882015722	0.010616214239524168	0.0074155915057204196	0.07892687593840798
50	10	0.1625042234625552	0.04339970573355171	0.028446479465639267	0.022207140106622343	0.014505159722383136	0.008694088012665817	0.11041042971633767
51	10	0.06316644599295333	0.02027969263231037	0.009090483072458065	0.005167573236958003	0.004190231843372022	0.003884833610940366	0.039001919749702595
52	4	0.11823601958788534	0.04491663833124565	0.013650410421092793	0.010219090943098898	0.00767646052216354	0.005933688626272722	0.06738569263036696
53	12	0.14095245648183408	0.033509655836573386	0.022243584552095526	0.016915104522422737	0.013844683024290483	0.011415419864160227	0.09602738078110046
54	68	0.13532204072892942	0.027467281783466718	0.021976336687933133	0.016546847445191	0.012995045961886798	0.010253945304514976	0.09760081364094772
55	3	0.024117262187652165	0.0014392658144503994	0.0016193583131570962	0.0017691178860959318	0.0018400755389446689	0.001843847367871306	0.02083414900533046
56	10	0.022097174671195863	0.005197044612099535	0.003440877926090199	0.0026147079414761726	0.0022529833714842354	0.0020596860551170383	0.01484044400397929
57	26	0.04195760372736172	0.006726867013497093	0.006745837646955272	0.006009217282777396	0.005248873228833195	0.004560263123093989	0.030670473590770644
58	88	0.13307800163642128	0.031157061172802054	0.024883374136291436	0.016842902890143185	0.011865668117397001	0.008459043865554051	0.09346189659806517
59	44	0.1065451874163893	0.022819105054534314	0.018847675227187714	0.014459673969393407	0.011369992641020297	0.00898879631171945	0.07473728605013553
60	29	0.061350087738255635	0.010559817488959103	0.00996426381507118	0.008919775840467058	0.00802954623258531	0.007307014736904618	0.04348325551239192
61	54	0.07268083451380834	0.014222994877178215	0.012783762802717098	0.009983194806801494	0.00781494051395001	0.0061583000968341425	0.052299539539795985
62	26	0.044985860252717585	0.007544779526293321	0.007152648379404729	0.0057966915043339605	0.00489756566675935	0.004280669064670866	0.033160411661753396
63	53	0.07703607771475918	0.016483042868885873	0.011894523736826196	0.008993930891052168	0.007453330134893724	0.0064183770004445995	0.05413465784542871
64	26	0.16381772879880022	0.03361841553599748	0.029407245207278276	0.024153297314571658	0.018924198786405423	0.014089966964585827	0.11610934629821691
65	49	0.15607475203100452	0.029829456120826717	0.028633542214005048	0.02126583846969805	0.014571629936531563	0.009725771048011976	0.11651952486216582
66	70	0.13815934537539118	0.030630750244580764	0.02384898735280533	0.016604853240680874	0.011471675163274794	0.007538112244160002	0.09999048288665043
67	60	0.05201102651394849	0.01265170418502968	0.007916512225226352	0.005866361079422193	0.004647236227296672	0.0036266440967639714	0.03573267823215484
68	48	0.03791884168951827	0.00868051069166604	0.006326752436858298	0.0043759021762693594	0.003324777508138161	0.002691885305034294	0.026546445692817937
69	62	0.12244702911461977	0.024215480017693997	0.02045063069020696	0.015902208304901435	0.013451471792673019	0.01159296016165591	0.08663858893526986
70	54	0.06775981064772987	0.014212170751529508	0.010843918290912713	0.008078660702410987	0.006472285990292303	0.005553142875072512	0.047994497021127853
71	19	0.04577284816780511	0.006566902579159846	0.0068426022377052935	0.005777534123697988	0.004539225843287637	0.003412434079866985	0.03579351150877828
72	18	0.06904297540681012	0.011396124584141538	0.010357427132367038	0.009237311975172205	0.008353804664322359	0.0073856096686619205	0.05026124115400667
73	11	0.061435936203133125	0.008773033031579969	0.008472307590603719	0.00815857634198363	0.007964131623939	0.007812137823800693	0.044850765347752466
74	20	0.041834976408324676	0.004181686171042634	0.004600471528310314	0.003828560052013188	0.0030908029369010855	0.002512522682907244	0.0351407675543748
75	27	0.08577940395709546	0.012932301850069772	0.01289451732491329	0.011322248277441393	0.009893137935748466	0.008691088792574846	0.06415601331445084
76	27	0.07216621820432784	0.010861322247260028	0.011313962542415498	0.01011861667758029	0.008863187573165685	0.00765029781199456	0.05365459814507325
77	14	0.06233148247855125	0.007835472316348136	0.007324340521815709	0.006135825242047868	0.005386449099697089	0.00477724599169519	0.04971876417050792
78	8	0.07948340952665564	0.012355819893606351	0.012204689493127984	0.011619636591974779	0.011013920084478263	0.010089626763567654	0.05703796286948164
79	14	0.05899494690057232	0.008710001898210726	0.008305948531214687	0.007356302859811669	0.006652426635043953	0.006014151547808546	0.04427079345455305
80	62	0.05953220349984715	0.009442216494629285	0.00881098107822123	0.007677399977690317	0.006821260100636169	0.005883185779658169	0.04420680122555969
81	30	0.05429710927047705	0.012235854928560011	0.010499933645435531	0.007497318304624388	0.005597694807116376	0.004366041763437602	0.03769521257847944
82	41	0.04128177165622911	0.012947918732882752	0.006911112262785206	0.003901056269966142	0.002440929275455597	0.0015318448967442707	0.026802008026602087
83	27	0.01330113115108107	0.004674763849899803	0.0020709999555507835	0.0006212233341488165	0.0001579666024117462	0.0007325675793259492	0.007893799721855317
84	43	0.08332086436031197	0.01619160244844187	0.01437181815184621	0.011160318333113683	0.009072888360978979	0.007114327976016411	0.06001493393585369
85	53	0.06989170063943931	0.018483233574060145	0.012372265751851306	0.008704585494067784	0.006245486476307327	0.004358770212696029	0.047049696852683134
86	50	0.02757064847328565	0.006082099403509036	0.003613006310027889	0.0032031061935886397	0.002867887862835221	0.0025757029721746602	0.018912846097601955
87	38	0.07208964416014808	0.011916338250950835	0.013428232017169564	0.012618586259239768	0.011592886607132953	0.010535292157616323	0.049638013751580924
88	22	0.04538343427234395	0.012743860404447114	0.007062696686274798	0.005348880570806292	0.00414187220831069	0.0031889259404516593	0.029450647927445183
89	100	0.151821488339353	0.041329396499345944	0.031506939151282234	0.019899046220787163	0.012674747170585789	0.0082211899776287	0.10227090186237835
90	37	0.10208675417312146	0.022017759515438086	0.01295309195140957	0.011380734396866989	0.010858285190172928	0.01054873816851844	0.06952025648916495
91	92	0.1006807466900187	0.031195713569428466	0.02321972774351642	0.014146629572250515	0.0095715099008838	0.007292760171700961	0.06219227294888927
92	81	0.11062420008925072	0.02970169340348052	0.02080226806116134	0.01472495594724598	0.011398726371372993	0.00898463448130129	0.0719378722044689
93	82	0.10737001034917056	0.03581035628573001	0.02041924206456462	0.013331335655974332	0.009963379208788488	0.0078123238170721785	0.06374733024636836
94	31	0.02950188739575907	0.011792092566954874	0.003423493152182187	0.001412736294053466	0.0008284512995862945	0.0006103712306056644	0.017099423598198528
95	55	0.14639695924945034	0.04541646603549647	0.02797541950838383	0.017273522464391053	0.010854068814500536	0.00664035424453792	0.09434013896941595
96	57	0.1037104594788255	0.020155996519132927	0.019188767270722783	0.015200706312176692	0.012154550487667379	0.00985179140039491	0.07370267155929766
97	25	0.052715543626603995	0.01537150874421511	0.011806194432912108	0.008521438291338139	0.005964593826629275	0.0041909550894320465	0.033153079792956834
98	97	0.07117575249908295	0.017701243830365112	0.014170831734528684	0.009512099813881661	0.006272617915932402	0.00390511669177014	0.049569391976947694
99	85	0.13746075398226787	0.04522983338815651	0.023000340872151002	0.012617250885060044	0.008933028383515782	0.007126753498769574	0.0851041670953418
