,gt,ms_total,0.185698232572245,512-256,256-128,128-64,64-32,32-16,frac
0,97,0.133883527209947,0.720973621317911,0.033120932788855,0.027951299101406,0.020241257847546,0.014487787231667,0.010445643284324,0.090316951136769
1,89,0.086177553859384,0.464073096796209,0.018092998869106,0.015829474080189,0.012166991809329,0.009432928403311,0.007161180032065,0.060923374958214
2,98,0.185698232572245,1,0.041629249720538,0.034129975781721,0.025873766089959,0.020780549014326,0.017333794189582,0.126735188662126
3,98,0.141567100303238,0.762350283803384,0.037527528469608,0.027523446076384,0.020379427021187,0.015191800537879,0.01121744175475,0.09282213007888
4,44,0.073195376213032,0.394163020289144,0.017397303208227,0.012138788476873,0.009731200537967,0.008456746679159,0.007741065927657,0.048057007077148
5,8,0.060332857815828,0.324897318515703,0.007733512518983,0.009122765739376,0.009325569713908,0.009204245547314,0.009122252597269,0.043477092699576
6,19,0.031935301303354,0.171974180157745,0.007777673912202,0.00418830466898,0.003422666336507,0.003073886032226,0.002766581096522,0.02139104629463
7,8,0.029356065325407,0.158084785831154,0.005133913106138,0.003995103467348,0.003590438823243,0.003328955991878,0.003102606807094,0.021119545412175
8,2,0.027425695502982,0.147689588226492,0.004695806768359,0.004053180154886,0.003718575877913,0.003670180840695,0.003627170052793,0.01910271868183
9,28,0.056755055013337,0.305630561083865,0.0122961536646,0.008475446011678,0.006970790228144,0.006137079791978,0.005594384537904,0.038864516810833
10,58,0.043214840974607,0.232715413474895,0.016040905326953,0.008214235177641,0.004900949021899,0.003208482857653,0.001997200758328,0.025176734889327
11,14,0.014770390055655,0.079539744945655,0.003157335093699,0.001776405307128,0.001783863670715,0.001755341560849,0.0016933783059,0.009919676656056
12,41,0.068206286497719,0.367296368699599,0.013608591122511,0.010384026813517,0.00787958449847,0.006420721100429,0.005443929933315,0.049153765441894
13,17,0.128191579497735,0.690322022574245,0.029296502758076,0.023949867921969,0.017984536887906,0.014075796622996,0.010677629661108,0.088217447078551
14,15,0.031451281952003,0.1693676968076,0.009177691190635,0.003493713807671,0.003516347885612,0.003229439380817,0.002830575414761,0.019443015346607
15,32,0.073416881760151,0.395355845573752,0.013439234186027,0.011107704956592,0.008071732441748,0.006297160051343,0.005179740425602,0.054797907148522
16,45,0.04924538583656,0.265190385252596,0.009793143318578,0.009371950278939,0.0075538821238,0.00577142695687,0.004416726290835,0.035035516227148
17,0,0.043367360219124,0.233536741940998,0.007087196744785,0.00667680539599,0.005776742975152,0.005072201526606,0.004503872917432,0.031776290556907
18,2,0.05474261586977,0.294793413547827,0.007765241914425,0.007884790002798,0.007585880971799,0.007386823774336,0.007221934639318,0.039755439316027
19,3,0.077630744479068,0.418047837094337,0.012676030558452,0.010995598482919,0.010648103393033,0.010378531151362,0.010092199067814,0.054862514852803
20,8,0.095168063787803,0.51248771983211,0.033877713483788,0.012385178201179,0.006963174980337,0.006427222908343,0.006661344287386,0.054629006016628
21,5,0.048299375413441,0.260096042619311,0.006508938414312,0.006864594876441,0.006502550630918,0.006143365645189,0.005767215003124,0.036023221996006
22,60,0.082973737388804,0.446820286006346,0.012660930551277,0.014035495212987,0.012658259903532,0.010729308317815,0.008767113072654,0.061545693764873
23,29,0.088737534286653,0.477858798425183,0.022289217205956,0.018777402441952,0.012865811445687,0.008892198854581,0.006616195306356,0.059832121774342
24,26,0.092241718967297,0.496729116317307,0.019599034546683,0.019652033051785,0.013673713823333,0.00925073601512,0.006590816283997,0.066051868136618
25,12,0.015630251063026,0.084170166008152,0.006749286911352,0.002589404775599,0.000871467740931,0.000212123505781,0.000328607425568,0.008552356726107
26,51,0.045596906636646,0.245543029704961,0.006359516426185,0.00662091301172,0.005759326001122,0.005427108204758,0.005310943035934,0.033926447174527
27,3,0.049819180787381,0.268280317466128,0.006631579466861,0.007347497245888,0.007128936592844,0.006960041441511,0.006810006002472,0.036377595318048
28,23,0.025983102969871,0.13992111077181,0.004281518384029,0.003903591315887,0.003386509994228,0.003033873624082,0.002688513505409,0.019013071080433
29,77,0.104126663615959,0.560730504397499,0.018954146894629,0.017669983117273,0.013842753354147,0.011221550245507,0.009448983700675,0.075723533020655
30,54,0.071901829379083,0.387197165977926,0.010881967169841,0.010570440057991,0.008511173794767,0.007007721268187,0.00598139129586,0.055038470913382
31,77,0.101812524628122,0.548268678801305,0.019124239690525,0.018536774807424,0.014393975406083,0.011072631796837,0.008767759375811,0.073920525561786
32,86,0.125251134305961,0.674487487419851,0.029098001528123,0.024685075081973,0.018719408055592,0.014068945046391,0.01048235411083,0.085670778667008
33,36,0.06824447910797,0.367502038994471,0.012789984827454,0.01165549429718,0.009760184951553,0.008677938031311,0.00790714888683,0.047547345393686
34,91,0.137245879743501,0.739080161627853,0.031635535073167,0.026853242451041,0.020536122521847,0.015642363644925,0.012025047621273,0.093585297049062
35,25,0.071444450900698,0.384734145883178,0.010374450055913,0.010587762737671,0.009891427590462,0.009029465046674,0.008327213697353,0.052742787147432
36,83,0.080639245841945,0.43424886023389,0.015309797796469,0.012049424333586,0.01026438319402,0.009065163452448,0.008041652398358,0.057287795647119
37,26,0.049640060226231,0.267315738758679,0.009094352781368,0.008245928266188,0.007102945052875,0.006667218408091,0.006517817084903,0.03402789035996
38,73,0.06558515186275,0.353181346716556,0.022508204314792,0.011422347910756,0.007382855475277,0.005013024876137,0.003873043289299,0.039203904258659
39,86,0.113254152856686,0.609882772107834,0.031653589071919,0.022531188940176,0.014941253027292,0.010496527586015,0.007806988049341,0.073793575735426
40,83,0.092135150925915,0.4961552387962,0.017106730223616,0.016546920431952,0.013130349571511,0.010577056405861,0.008844336796576,0.066184083905723
41,68,0.091097964721195,0.490569907205516,0.027005507965776,0.019965089609245,0.011395758005029,0.006440347015951,0.004387529036081,0.059704927719338
42,54,0.070275186803709,0.378437564161356,0.015035315103568,0.012757554960367,0.008940180719517,0.006402868814883,0.005006704188174,0.050233167511967
43,90,0.11911098923795,0.641422309669052,0.026079163294387,0.023801805807966,0.017592871649187,0.013477107266359,0.010796436818809,0.082235389124754
44,5,0.057539567437442,0.309855223931961,0.0076677923931,0.008512720420578,0.008412288455189,0.008281407795796,0.008009546972093,0.041862228072249
45,45,0.071150957036414,0.383153657688868,0.022665892020009,0.012911533666436,0.008779932556673,0.006120216782346,0.004627232297222,0.043857832719183
46,46,0.063942158349964,0.344333693779706,0.016962085708904,0.010708691574723,0.00787509599043,0.006068833147957,0.005136077230331,0.041843995410728
47,0,0.053019212219016,0.28551274551517,0.007360695038136,0.006969076250386,0.006414149176853,0.006183432989634,0.00603903284579,0.03961948433509
48,1,0.084414437015474,0.454578570006763,0.034016648096782,0.008705959203728,0.005557921743006,0.004799842651433,0.004585466119501,0.045812322799192
49,81,0.123585733379256,0.66551916874694,0.037243265935128,0.022892716844667,0.015223591882016,0.010616214239524,0.00741559150572,0.078926875938408
50,10,0.162504223462555,0.875098385222023,0.043399705733552,0.028446479465639,0.022207140106622,0.014505159722383,0.008694088012666,0.110410429716338
51,10,0.063166445992953,0.340156420004583,0.02027969263231,0.009090483072458,0.005167573236958,0.004190231843372,0.00388483361094,0.039001919749703
52,4,0.118236019587885,0.636710527343798,0.044916638331246,0.013650410421093,0.010219090943099,0.007676460522164,0.005933688626273,0.067385692630367
53,12,0.140952456481834,0.759040377118276,0.033509655836573,0.022243584552096,0.016915104522423,0.013844683024291,0.01141541986416,0.096027380781101
54,68,0.135322040728929,0.728720132951632,0.027467281783467,0.021976336687933,0.016546847445191,0.012995045961887,0.010253945304515,0.097600813640948
55,3,0.024117262187652,0.129873407267188,0.00143926581445,0.001619358313157,0.001769117886096,0.001840075538945,0.001843847367871,0.020834149005331
56,10,0.022097174671196,0.118995072624609,0.0051970446121,0.00344087792609,0.002614707941476,0.002252983371484,0.002059686055117,0.014840444003979
57,26,0.041957603727362,0.225945089224467,0.006726867013497,0.006745837646955,0.006009217282777,0.005248873228833,0.004560263123094,0.030670473590771
58,88,0.133078001636421,0.71663580096083,0.031157061172802,0.024883374136292,0.016842902890143,0.011865668117397,0.008459043865554,0.093461896598065
59,44,0.106545187416389,0.573754450651211,0.022819105054534,0.018847675227188,0.014459673969393,0.01136999264102,0.008988796311719,0.074737286050136
60,29,0.061350087738256,0.33037518391236,0.010559817488959,0.009964263815071,0.008919775840467,0.008029546232585,0.007307014736905,0.043483255512392
61,54,0.072680834513808,0.391392171627332,0.014222994877178,0.012783762802717,0.009983194806802,0.00781494051395,0.006158300096834,0.052299539539796
62,26,0.044985860252718,0.242252495511588,0.007544779526293,0.007152648379405,0.005796691504334,0.004897565666759,0.004280669064671,0.033160411661753
63,53,0.077036077714759,0.414845508477248,0.016483042868886,0.011894523736826,0.008993930891052,0.007453330134894,0.006418377000445,0.054134657845429
64,26,0.1638177287988,0.882171717682169,0.033618415535998,0.029407245207278,0.024153297314572,0.018924198786406,0.014089966964586,0.116109346298217
65,49,0.156074752031005,0.840475161605453,0.029829456120827,0.028633542214005,0.021265838469698,0.014571629936532,0.009725771048012,0.116519524862166
66,70,0.138159345375391,0.743999247928442,0.030630750244581,0.023848987352805,0.016604853240681,0.011471675163275,0.00753811224416,0.099990482886651
67,60,0.052011026513949,0.280083583960412,0.01265170418503,0.007916512225226,0.005866361079422,0.004647236227297,0.003626644096764,0.035732678232155
68,48,0.037918841689518,0.204196029032027,0.008680510691666,0.006326752436858,0.004375902176269,0.003324777508138,0.002691885305034,0.026546445692818
69,62,0.12244702911462,0.659387154193739,0.024215480017694,0.020450630690207,0.015902208304902,0.013451471792673,0.011592960161656,0.08663858893527
70,54,0.06775981064773,0.364892060140466,0.01421217075153,0.010843918290913,0.008078660702411,0.006472285990292,0.005553142875073,0.047994497021128
71,19,0.045772848167805,0.24649048907882,0.00656690257916,0.006842602237705,0.005777534123698,0.004539225843288,0.003412434079867,0.035793511508778
72,18,0.06904297540681,0.371802006138908,0.011396124584142,0.010357427132367,0.009237311975172,0.008353804664322,0.007385609668662,0.050261241154007
73,11,0.061435936203133,0.330837484838375,0.00877303303158,0.008472307590604,0.008158576341984,0.007964131623939,0.007812137823801,0.044850765347753
74,20,0.041834976408325,0.225284731194461,0.004181686171043,0.00460047152831,0.003828560052013,0.003090802936901,0.002512522682907,0.035140767554375
75,27,0.085779403957096,0.46192902737361,0.01293230185007,0.012894517324913,0.011322248277441,0.009893137935748,0.008691088792575,0.064156013314451
76,27,0.072166218204328,0.388620921183253,0.01086132224726,0.011313962542416,0.01011861667758,0.008863187573166,0.007650297811995,0.053654598145073
77,14,0.062331482478551,0.335660073955209,0.007835472316348,0.007324340521816,0.006135825242048,0.005386449099697,0.004777245991695,0.049718764170508
78,8,0.079483409526656,0.428024588202438,0.012355819893606,0.012204689493128,0.011619636591975,0.011013920084478,0.010089626763568,0.057037962869482
79,14,0.058994946900572,0.317692560038883,0.008710001898211,0.008305948531215,0.007356302859812,0.006652426635044,0.006014151547809,0.044270793454553
80,62,0.059532203499847,0.320585730274446,0.009442216494629,0.008810981078221,0.00767739997769,0.006821260100636,0.005883185779658,0.04420680122556
81,30,0.054297109270477,0.292394324482076,0.01223585492856,0.010499933645436,0.007497318304624,0.005597694807116,0.004366041763438,0.03769521257848
82,41,0.041281771656229,0.222305678866215,0.012947918732883,0.006911112262785,0.003901056269966,0.002440929275456,0.001531844896744,0.026802008026602
83,27,0.013301131151081,0.071627666924112,0.0046747638499,0.002070999955551,0.000621223334149,0.000157966602412,0.000732567579326,0.007893799721855
84,43,0.083320864360312,0.448689592820419,0.016191602448442,0.014371818151846,0.011160318333114,0.009072888360979,0.007114327976016,0.060014933935854
85,53,0.069891700639439,0.376372460153859,0.01848323357406,0.012372265751851,0.008704585494068,0.006245486476307,0.004358770212696,0.047049696852683
86,50,0.027570648473286,0.148470171694065,0.006082099403509,0.003613006310028,0.003203106193589,0.002867887862835,0.002575702972175,0.018912846097602
87,38,0.072089644160148,0.388208563762727,0.011916338250951,0.01342823201717,0.01261858625924,0.011592886607133,0.010535292157616,0.049638013751581
88,22,0.045383434272344,0.244393463759477,0.012743860404447,0.007062696686275,0.005348880570806,0.004141872208311,0.003188925940452,0.029450647927445
89,100,0.151821488339353,0.817570992660297,0.041329396499346,0.031506939151282,0.019899046220787,0.012674747170586,0.008221189977629,0.102270901862378
90,37,0.102086754173121,0.549745427078339,0.022017759515438,0.01295309195141,0.011380734396867,0.010858285190173,0.010548738168519,0.069520256489165
91,92,0.100680746690019,0.542173963076624,0.031195713569429,0.023219727743517,0.014146629572251,0.009571509900884,0.007292760171701,0.062192272948889
92,81,0.110624200089251,0.595720263768332,0.029701693403481,0.020802268061161,0.014724955947246,0.011398726371373,0.008984634481301,0.071937872204469
93,82,0.107370010349171,0.578196188848479,0.03581035628573,0.020419242064565,0.013331335655974,0.009963379208788,0.007812323817072,0.063747330246368
94,31,0.029501887395759,0.158870049472773,0.011792092566955,0.003423493152182,0.001412736294053,0.000828451299586,0.000610371230606,0.017099423598199
95,55,0.14639695924945,0.788359464824176,0.045416466035497,0.027975419508384,0.017273522464391,0.010854068814501,0.006640354244538,0.094340138969416
96,57,0.103710459478826,0.558489211460198,0.020155996519133,0.019188767270723,0.015200706312177,0.012154550487667,0.009851791400395,0.073702671559298
97,25,0.052715543626604,0.283877465587053,0.015371508744215,0.011806194432912,0.008521438291338,0.005964593826629,0.004190955089432,0.033153079792957
98,97,0.071175752499083,0.383287183260575,0.017701243830365,0.014170831734529,0.009512099813882,0.006272617915932,0.00390511669177,0.049569391976948
99,85,0.137460753982268,0.740237276780701,0.045229833388157,0.023000340872151,0.01261725088506,0.008933028383516,0.00712675349877,0.085104167095342
