,gt,ms_total,0.415715011931069,frac,local_max,local_min,2parts,1.11981880013218,1.25399414512947,1.40424621897166,1.57250131601899,1.76091653691066,1.9719074434962,2.20817902734762,2.47276038888146,2.76904357169161,3.10082704996542,3.47236442650967,3.88841896571572,4.35432466059898,4.8760546168179,5.46029763038399,6.11454394082117,6.84718125916584,7.66760230192662,8.5863252096342
49,81,0.144050815197503,0.346513383118789,0.04705285679643,5,6,0.720254075987514,0.096997958401073,0.003204316179785,0.003748056525367,0.004405526405788,0.0029092610899,0.00179753140573,0.001943344475133,0.001723529132657,0.001291370127951,0.002043241569402,0.001761409505641,0.000979154733593,0.001154116780316,0.001090385049114,0.001209340691243,0.002462874313006,0.004260530751329,0.004440612320569,0.006628255739907
50,10,0.075051323738445,0.180535514918787,0.06679077162145,3,3,0.225153971215336,0.008260552116995,0.005050676677973,0.007987696600925,0.007908367754454,0.007788932627249,0.004016606088166,0.001635566406909,0.001031662277492,0.000805153415781,0.000966379883913,0.001198731564263,0.001612282868381,0.002001360337396,0.002293996543699,0.002701668177244,0.003559362403892,0.005240955685066,0.006137294591503,0.004854077717143
51,10,0.03930670411046,0.094552044026203,0.027920989740494,1,2,0.03930670411046,0.011385714369966,0.000849193308961,0.000937011196561,0.001023674892798,0.001113436628742,0.001201727699132,0.001292285618018,0.001380815970142,0.001466674696288,0.001541735815269,0.001594023142462,0.001606705330222,0.001671484410013,0.001876811534306,0.001947030269175,0.002011898282167,0.002071972072703,0.002133965971211,0.002200542902323
52,4,0.074691001286572,0.179668761394058,0.047946001811756,3,4,0.224073003859714,0.026744999474815,0.001972860214314,0.001975263403911,0.00195624340925,0.001921338211643,0.001934540273805,0.001927443696929,0.001989353071125,0.002005526658151,0.002132394058875,0.002374716639135,0.002495712060703,0.002629041474685,0.002898926429191,0.003192739955215,0.00352579452007,0.003836347266767,0.00435316871207,0.004824591755919
53,12,0.073873059246848,0.177701206660049,0.057912363449243,1,2,0.073873059246848,0.015960695797604,0.001289382508798,0.001419458890477,0.001556501441886,0.001712485027116,0.001887841270395,0.002062727607752,0.002251592585391,0.00243863563277,0.00266536938647,0.00290949995411,0.003210094088013,0.003548043005552,0.003934196950233,0.004374418006194,0.004841026451266,0.00533871350103,0.005906726070977,0.006565651070813
54,68,0.101206714380598,0.243452152258046,0.073787732662132,2,3,0.202413428761196,0.027418981718467,0.004948287455831,0.005911536205553,0.007433423250413,0.008902918916074,0.002123624503511,0.000861283598092,0.001149731750699,0.001743162549296,0.00194202561428,0.002224334837438,0.002671601634027,0.00309191291832,0.003508510961806,0.003987807877778,0.00461273640996,0.005375176719071,0.006237754796509,0.007061902663472
55,3,0.203485328420444,0.489482752800335,0.152364091718242,4,5,0.813941313681777,0.051121236702202,0.010693798903663,0.003728802747068,0.004874238126062,0.006274068338151,0.004690318942585,0.0045874045843,0.011181138801863,0.012326288450281,0.01324599440102,0.012175249501153,0.011733678243968,0.012808723937241,0.011863139223672,0.005541651715953,0.00464559391571,0.005922484462752,0.007396428734241,0.008675088688561
56,10,0.13252608536931,0.318790713748111,0.07254881808281,3,4,0.39757825610793,0.059977267286501,0.00750028404464,0.007752627139417,0.007640331444448,0.006626527517816,0.006198189743823,0.006134655741476,0.005613838194293,0.004721751801903,0.003750479943644,0.00243508768454,0.002291070579669,0.002010689908079,0.001825592671864,0.00207533124903,0.002027572365324,0.001138236344166,0.001065534702967,0.00174101700571
57,26,0.127416741273387,0.306500216774742,0.057829593823636,4,4,0.509666965093549,0.069587147449751,0.006086712579123,0.007075654786937,0.009158974811567,0.009419965359169,0.009564412337763,0.004148471434426,0.00051351675913,0.00041411986981,0.000678684879445,0.001164212852489,0.001399379040904,0.001142838819486,0.001214454989283,0.001750621946221,0.001625371739797,0.001236552275736,0.000795986924464,0.000439662417887
58,88,0.071831183188316,0.172789485889978,0.054294464462121,4,4,0.287324732753262,0.017536718726195,0.002646610467091,0.002684763670372,0.001277551470511,0.001650445951478,0.00187114650965,0.001989884978949,0.001918225590252,0.002208198886759,0.002358768740921,0.002427054060515,0.002685956408735,0.003206391025812,0.0035967878126,0.004885356028105,0.00526958528202,0.00533857466553,0.004894216962194,0.003384945950627
59,44,0.068068783682085,0.16373905615266,0.053894156057605,5,6,0.340343918410426,0.01417462762448,0.000698700661117,0.001238694903815,0.001720511151187,0.002118569027689,0.002013854137312,0.002728403635537,0.003106964137235,0.002806752219176,0.00172080174956,0.001540463996171,0.001968695632966,0.002346342962041,0.002241600551621,0.003977419059716,0.005652987173697,0.005527498116181,0.005503857415743,0.00698203952684
60,29,0.069010695009024,0.166004818273118,0.022307083368483,2,3,0.138021390018048,0.046703611640542,0.002854954507458,0.002743555077065,0.002292530187817,0.001985983421408,0.001420525706831,0.001411843773818,0.000706128001539,0.000355470775168,0.000288371262777,0.000802084392997,0.001047196665663,0.001248686485752,0.001270157906121,0.001033156865717,0.000723806380874,0.000226422147251,0.000762917456033,0.001133292354195
61,54,0.089897906201884,0.216248881136845,0.024401103765662,5,5,0.449489531009419,0.065496802436222,0.002156498171781,0.001533274383072,0.001556411042895,0.000732638176417,0.000576818641245,0.000748934218224,0.000740062931084,0.000600199777525,0.00083189071217,0.000789213432823,0.001179716789983,0.001554430349047,0.001845850987236,0.002005811135871,0.002061213437587,0.002010687958829,0.001885830325776,0.001591621294097
62,26,0.069036407759937,0.166066670143208,0.044335427942778,3,4,0.20710922327981,0.024700979817159,0.004190463175649,0.004665600984779,0.0050891051801,0.005469924874424,0.005477099386984,0.003562017157155,0.002698059454501,0.002060386122195,0.001193754555399,0.001351150496902,0.00114162068505,0.000919662520399,0.000553123482813,0.000786879096328,0.000924496901104,0.001270991304699,0.001439023873851,0.001542068690446
63,53,0.130746898579689,0.314510890459178,0.041066872854631,4,5,0.522987594318755,0.089680025725057,0.001922188225475,0.001882991568439,0.002139196276827,0.002384304909237,0.002857450727085,0.002799813481012,0.003171048981443,0.004111661787825,0.003837405790375,0.001371582129273,0.001075131909173,0.001301113964021,0.001052660875111,0.001245561049155,0.001760456660242,0.002160845924568,0.002749610367139,0.003243848228232
64,26,0.113222820592711,0.272356824611099,0.080742385047757,2,3,0.226445641185423,0.032480435544954,0.003482967011455,0.003392467891206,0.004086691276374,0.00185058925518,0.000649273781799,0.001439054662538,0.001952998960026,0.002562282069323,0.003068753403194,0.00348860673068,0.003786530539838,0.004680830826596,0.005089217854694,0.006097782628334,0.006907773976985,0.00775314243342,0.009594608554022,0.010858813192094
65,49,0.102143323406478,0.245705159724697,0.088464722475018,3,4,0.306429970219433,0.01367860093146,0.001575765919593,0.001446685644564,0.00154043882723,0.001389650105484,0.001281744987638,0.001375879832283,0.001765872841089,0.002377986892138,0.002585455913874,0.002954974089833,0.003608112326675,0.005241908226235,0.008292532046131,0.011716465689422,0.011904317625032,0.011464511459384,0.008609936231462,0.009332483816952
66,70,0.088729588079397,0.213438498810115,0.075761697018853,1,2,0.088729588079397,0.012967891060543,0.001385394621386,0.001558514229664,0.001786329222696,0.002078861031998,0.002304570165168,0.002552795451641,0.002786341227962,0.003109417843148,0.003479165789562,0.003789517807921,0.004284852629974,0.004893696206962,0.00498757049436,0.005485578749456,0.006094066469776,0.006920071888951,0.008146625063164,0.010118328125064
67,60,0.253915818308158,0.610792997656435,0.077497788569741,4,4,1.01566327323263,0.176418029738418,0.016551886427112,0.011621340243861,0.006956112169141,0.006265547650108,0.007125942428005,0.00827191273104,0.003285205815847,0.002457842073266,0.002232995757346,0.002055314524359,0.001547012391631,0.001245309441563,0.001284827949237,0.001220582940869,0.001015219345865,0.001576600608202,0.00148621724117,0.00129791883112
68,48,0.124002702615292,0.298287766995176,0.05093732789658,6,7,0.74401621569175,0.073065374718711,0.00721980090935,0.008063177608789,0.00742854453333,0.004197232476506,0.00457385579789,0.004753367497339,0.003599949335052,0.00308537810061,0.00115933732108,0.000981428401633,0.00098530719596,0.000814547634563,0.000845644691036,0.000984121235013,0.000454195629262,0.000514207659262,0.000421053424302,0.000856178445603
69,62,0.060166158721677,0.144729338597119,0.043963046306215,1,2,0.060166158721677,0.016203112415462,0.000875409442646,0.00079063018095,0.000983917762169,0.001135056557194,0.00126360522144,0.001379566230701,0.001498187414455,0.001933969835466,0.002037627154886,0.002182594123366,0.002288558061258,0.002767306147183,0.003084973323187,0.003243223313424,0.003645560567187,0.004470733211085,0.005086854146223,0.005295273613398
70,54,0.132028838739009,0.317594589922822,0.05252241878045,4,5,0.528115354956036,0.07950641995856,0.005709118471979,0.005889898552243,0.006054640586002,0.003497827668035,0.002476490594281,0.002173706653878,0.00175273205892,0.001466524428954,0.001412852776745,0.001760793622493,0.001510276667031,0.00190344313031,0.002128328394456,0.00142296766426,0.00203841637658,0.002235424818661,0.003580604121118,0.005508372194502
71,19,0.055220524951057,0.132832645842034,0.044655996815348,3,4,0.165661574853169,0.010564528135709,0.001137210593288,0.001224849348566,0.001387986151191,0.001878835920419,0.001743207344363,0.001394010328967,0.001530589780977,0.001429835442809,0.001161876558126,0.001053844189224,0.001137986267402,0.001272325288389,0.002488576874098,0.003165512633095,0.003310168029376,0.004309040000187,0.007036098853614,0.007994043211257
72,18,0.033286911892822,0.080071469486269,0.026110362801593,4,5,0.133147647571289,0.007176549091229,0.000775502115257,0.000740840501882,0.000583037020162,0.000728966650448,0.000502209055933,0.00061160068371,0.000921165474606,0.001644653756113,0.00250547326909,0.002273859726948,0.00176332035041,0.001775224918903,0.00187219823497,0.00203788544404,0.002149556107074,0.001090452590353,0.001589824861617,0.002544592040076
73,11,0.028895867160445,0.069508837379288,0.02159859337929,5,5,0.144479335802227,0.007297273781155,0.000520343112405,0.000671447065714,0.000981157603759,0.001114193498245,0.001181841205672,0.00121862493179,0.00098076466452,0.001056240102871,0.001008324007897,0.000890328926909,0.001020080725885,0.001224919934373,0.001237466968651,0.001497900612611,0.001418208321159,0.0016156162607,0.002009226291566,0.001951909144564
74,20,0.047940858640782,0.115321451631222,0.041273903449566,2,3,0.095881717281563,0.006666955191215,0.001432666160266,0.0020316239406,0.002751171622497,0.003726460740911,0.0040068970449,0.003310022395558,0.003172453693353,0.001352611814218,0.001030741306649,0.000558666399968,0.000918876068661,0.001395095428448,0.0017096832732,0.002194938376347,0.002510818298105,0.002820029149355,0.002980526825487,0.003370620911043
75,27,0.040267141778599,0.096862371150735,0.017043912959114,3,4,0.120801425335798,0.023223228819486,0.001742049106961,0.001396606781841,0.000401448122216,0.000511866859198,0.000395854054979,0.00049922528566,0.000594404091363,0.000617807753638,0.000677183148447,0.00070145693627,0.000753137521689,0.000741901033947,0.000846919971477,0.000872330239446,0.000881859734765,0.001263749384797,0.001650887529161,0.002495225403258
76,27,0.027475729486523,0.066092704612455,0.023589650438383,2,3,0.054951458973047,0.00388607904814,0.000584135324339,0.000754278678747,0.00091111215663,0.001146802817854,0.00133190753349,0.000941070963615,0.000914315712206,0.000651775928639,0.000422016997769,0.000717012518472,0.000841130934103,0.00089392754136,0.001209992414523,0.001575221422055,0.002242133881037,0.002496991159599,0.002636925077956,0.003318899375988
77,14,0.089213614791433,0.214602822200287,0.065021073280764,5,5,0.446068073957167,0.02419254151067,0.002067540088766,0.002491207008558,0.003472500267507,0.001793829485881,0.002015276612733,0.002043964111806,0.001863139461605,0.002644932400192,0.002534920010106,0.003642146834573,0.003647886451103,0.004181931557373,0.004894893312609,0.005309547654643,0.005994353346155,0.006570809309411,0.005781074488043,0.0040711208797
78,8,0.062664695353059,0.150739553671566,0.026011478104757,2,3,0.125329390706119,0.036653217248303,0.001362356895593,0.001509394394297,0.001754075495284,0.001846775571426,0.001675833153124,0.001539118726773,0.001340189113267,0.001268585060006,0.001105929164258,0.000795968673372,0.000641699648588,0.000604944300319,0.000708060951209,0.000837415972827,0.001277918878517,0.001833213574449,0.002557006188226,0.003352992343222
79,14,0.063870845404893,0.153640940480359,0.033724159861417,5,6,0.319354227024465,0.030146685543476,0.001418647485461,0.001305404047496,0.001724574641432,0.001858971582712,0.001988714435688,0.002520649033437,0.003003230882026,0.002317295407345,0.002465716636342,0.002422529984166,0.002333558048506,0.002427409235111,0.002662874035691,0.001933511202945,0.000648398986977,0.000894795081108,0.0008864245714,0.000911454563574
80,62,0.030083127344134,0.072364784722093,0.024932192407837,4,5,0.120332509376536,0.005150934936297,0.000719964317416,0.000824383204272,0.00068377634676,0.000587130993726,0.000809850515279,0.000947240097841,0.001292184234687,0.001675651023466,0.00231898345968,0.002426429895124,0.002439861753163,0.001309184796465,0.001626079411445,0.00196292203869,0.001859895049887,0.000521101105187,0.000621856706383,0.002305697458368
81,30,0.365499951104652,0.879207968475425,0.360503343210838,2,2,0.730999902209305,0.004996607893814,0.002823416315049,0.004389008952298,0.006589582407516,0.008087119279276,0.011082383466268,0.014997427259059,0.018838862084483,0.022159387044998,0.024405348892777,0.02549868455421,0.026366143128575,0.027585255748353,0.029006578274729,0.030101883407334,0.02907351795436,0.027304333628506,0.026299516005159,0.025894894807889
82,41,0.298036629652673,0.716925348132704,0.28295115444383,3,3,0.89410988895802,0.015085475208843,0.006641641253566,0.009739261179203,0.011604826541002,0.014471205823414,0.016495975976292,0.017693867483266,0.019464258122605,0.020724253444915,0.0205610481311,0.020651658364656,0.021006837452309,0.021232893379673,0.021100256904972,0.014972794370982,0.013636909837198,0.013306298414838,0.01245448339934,0.0071926843645
83,27,0.328259761973998,0.789626913998544,0.292423402515261,3,3,0.984779285921995,0.035836359458738,0.008853305826595,0.012209746584137,0.016055713995656,0.019888290753731,0.023235326754581,0.022222176889764,0.023956032888221,0.024077817840899,0.025536267481823,0.023850980265002,0.022170998050214,0.017640151568768,0.015299307225431,0.013800285008862,0.010309879698567,0.007135182853291,0.004094281449317,0.002087657380402
84,43,0.051101442000067,0.122924216190056,0.042612794204403,1,2,0.051101442000067,0.008488647795664,0.000794767774761,0.000827316147414,0.000957078140115,0.001101807575669,0.001250404451733,0.001422527648665,0.001560102876931,0.001715328841208,0.00190892419329,0.002128977427475,0.002313003511187,0.002511872382586,0.00274463576085,0.003029101824356,0.003390437617808,0.003964936153828,0.004857615972173,0.006133955904352
85,53,0.157212231896856,0.378173093068201,0.140160036720445,4,4,0.628848927587426,0.017052195176412,0.007815143774328,0.009470622252307,0.010998118892582,0.010996746024374,0.01066913801439,0.011122837033059,0.00916104428337,0.009125811004834,0.009818995907149,0.008745570426489,0.007665156205269,0.006875984298261,0.006434784616524,0.004656166392813,0.00449166971355,0.004480061908179,0.004365824365694,0.003266361607274
86,50,0.056578059487823,0.136098187133075,0.012958520881766,3,4,0.169734178463469,0.043619538606057,0.00070319590905,0.000498249937814,0.000574489617836,0.000826560770703,0.001109077208615,0.000850400887046,0.000748478153093,0.000821524730098,0.000842725576379,0.000925076142111,0.000945906950237,0.000369062434095,0.000345340835169,0.000321088928631,0.000442627833719,0.000672217189614,0.000887188959548,0.001075308818009
87,38,0.045405666698417,0.109223062423221,0.038796812838253,4,5,0.181622666793669,0.006608853860164,0.001554127359926,0.002028625881155,0.001635769536653,0.001722437499623,0.002019286086992,0.002291665913369,0.002352299979916,0.00221762303695,0.00092640995831,0.001027978239091,0.001275555406697,0.00135622171379,0.002142671079017,0.003410221072333,0.004312567840843,0.002345609320498,0.002816372289653,0.003361370623437
88,22,0.235983112755567,0.56765598061851,0.111457974817989,4,4,0.943932451022267,0.124525137937578,0.004291775816453,0.005008506892944,0.005782765682615,0.006529996517508,0.006906825358318,0.00686692908671,0.006515872376894,0.007953121608547,0.008431028861599,0.008338738507236,0.007949753173441,0.006125467489875,0.006028074362901,0.006113519682127,0.005732632098115,0.005397468454963,0.005174462602099,0.002311036245646
89,100,0.094213282214995,0.22662949258762,0.06501084922219,4,4,0.376853128859979,0.029202432992805,0.001818049214767,0.002386176694216,0.003186829242645,0.003367747270555,0.001555777631945,0.002454607819331,0.003017829772161,0.003251297286188,0.003713260551177,0.004115198644659,0.004110419872277,0.001567432661357,0.000721969955241,0.003497584796161,0.004754828908233,0.006213267585272,0.00781939698054,0.007459174335464
90,37,0.21577493369557,0.51904532553024,0.148271152887557,5,6,1.07887466847785,0.067503780808012,0.006636886394887,0.005375511454243,0.005215835935932,0.008152699418689,0.007482152746963,0.007771256937075,0.00494470201024,0.005593842087975,0.005615102138395,0.004594389368768,0.004895226158859,0.004335543107226,0.005614263019443,0.007762112186623,0.010747148218557,0.014200843479042,0.01783691991135,0.021496718313293
91,92,0.137465512407349,0.330672476244718,0.085503898608074,4,4,0.549862049629397,0.051961613799276,0.005081186146513,0.004055292044754,0.003618036850852,0.003627016133661,0.004026207100013,0.003735162969468,0.003453898861698,0.003664781601368,0.003361607378452,0.00276302801907,0.002690866165115,0.003001767532616,0.003695709644697,0.004832433608603,0.007228290646409,0.009552660236564,0.009598557853958,0.007517395814262
92,81,0.142799714589112,0.343503868012323,0.074420559897586,4,5,0.571198858356446,0.068379154691526,0.00589338901111,0.006908573786662,0.007312876879478,0.006954175544368,0.004966398654466,0.004346528337073,0.00289493341582,0.00338039583596,0.001980158896264,0.00238320161237,0.004424988045232,0.005813488363794,0.001080086389511,0.002118602887097,0.002745003313239,0.003193220891841,0.003893201571649,0.004131336461651
93,82,0.106482680329785,0.256143457112973,0.046426356889357,4,5,0.42593072131914,0.060056323440428,0.004030031050358,0.00209085103501,0.002009742571658,0.002061474691389,0.001504963079791,0.000378653013896,0.002300738267164,0.003335410733357,0.00452480441824,0.002176478239537,0.002006249044097,0.002248067272259,0.002253953505232,0.003393477189628,0.002354073548932,0.00143900199931,0.002886301608483,0.005432085621017
94,31,0.415715011931069,1,0.325013108975213,3,4,1.24714503579321,0.090701902955857,0.020982699694181,0.025231051688736,0.02388590635336,0.019322238718926,0.020518980925227,0.021207791515766,0.01141332661552,0.004626663731471,0.004222450263629,0.005951157010269,0.007104897978366,0.015027511048805,0.017856111924011,0.021671793021691,0.02285780677516,0.024712433212343,0.028327109779327,0.030093178718427
95,55,0.108789694397981,0.261692965795567,0.082560125658404,4,5,0.435158777591925,0.026229568739578,0.004049357416296,0.005466529039832,0.007062048853479,0.008778415586571,0.01063152986745,0.012642619919506,0.00389282872928,0.003007425099806,0.002603390362082,0.00360230848299,0.002084975989845,0.002114965103163,0.001967241679096,0.001691759144944,0.002307420535693,0.002705057425102,0.003543547470059,0.004408704953209
96,57,0.066353737432552,0.159613522553171,0.029443217022244,5,5,0.331768687162757,0.036910520410307,0.001454002231888,0.000802045977554,0.000988458122248,0.000550006503627,0.000621682860692,0.000560677088857,0.000679471497705,0.000104540953709,0.000372787137052,0.000559676211826,0.000895506536373,0.001379903351955,0.001995450271401,0.003047519975425,0.003710872479935,0.004147565309687,0.004077495837624,0.003495554674685
97,25,0.117367308097603,0.282326364767081,0.056692833568875,4,5,0.469469232390411,0.060674474528727,0.002572766645574,0.001857430240199,0.002487363599374,0.0033638956861,0.00443400280683,0.004362696188077,0.00177470067955,0.001446263235572,0.002172117669978,0.001599114431668,0.001622580775307,0.000955643422964,0.001148377464793,0.002208653712349,0.004244321466656,0.005226748881862,0.006618519206836,0.008597637455187
98,97,0.108169386462347,0.260200818728872,0.085057440252774,7,8,0.757185705236428,0.023111946209573,0.003830550785264,0.004188520850211,0.003970576300973,0.005084020619061,0.00477898198242,0.005046040543717,0.005007795936642,0.004540105543393,0.004454282785069,0.004501862442152,0.00470895769871,0.004938599372929,0.004912923500723,0.004932326540106,0.004810226253701,0.0051150941669,0.004981975961421,0.005254598969382
99,85,0.102270322686862,0.246010655741774,0.082699576529982,3,4,0.306810968060586,0.01957074615688,0.002455369862506,0.002620218056349,0.002898370065936,0.003440404642767,0.00367972505571,0.004008289044395,0.004447907847535,0.004748659742935,0.004759342944255,0.005085681151865,0.005526876766274,0.006103226509982,0.006023177159321,0.005487379856698,0.005551694372637,0.005399667201211,0.005223482070453,0.005240104179155
